sqft_living,bathrooms,bedrooms,floors,yr_built,price
1430,1.0,3.0,1.0,1919,552000.0
1450,1.0,4.0,1.0,1943,244000.0
3500,2.75,4.0,2.0,2005,788600.0
1630,2.0,3.0,1.0,1987,445000.0
1814,1.75,4.0,1.0,1951,530000.0
580,1.0,2.0,1.0,1943,90000.0
1670,2.0,3.0,1.5,1931,585000.0
1140,2.0,2.0,1.0,1924,498000.0
800,1.0,2.0,1.0,1940,379000.0
1300,1.75,3.0,1.0,1919,462000.0
2440,2.5,4.0,2.0,1993,388000.0
1490,2.0,3.0,1.5,1984,255000.0
1800,2.75,3.0,1.0,1966,665000.0
1830,2.0,3.0,1.0,1959,550000.0
1500,1.0,3.0,1.0,1947,606000.0
2210,2.5,4.0,1.0,1965,334000.0
1270,2.0,3.0,3.0,2006,360000.0
1140,1.0,2.0,1.5,2007,235000.0
1620,2.5,3.0,3.0,2008,580000.0
1220,2.0,3.0,3.0,2007,355000.0
750,2.5,2.0,2.0,2006,375000.0
1960,1.75,4.0,1.0,1979,372000.0
1370,1.0,3.0,1.5,1924,479000.0
1010,1.0,2.0,1.0,1924,501000.0
1260,1.75,3.0,1.0,1994,245000.0
1740,2.5,3.0,2.0,1989,496700.0
2670,1.5,4.0,2.0,1996,347000.0
720,1.0,2.0,1.0,1943,199000.0
2460,2.5,3.0,2.0,2007,440500.0
3670,2.5,4.0,2.0,2005,820000.0
2630,3.5,4.0,1.5,1984,325000.0
1570,1.75,3.0,1.0,1991,195000.0
2980,3.0,3.0,1.0,1981,675000.0
1560,2.5,3.0,2.0,2003,295000.0
1620,2.5,3.0,1.0,1955,355300.0
1140,1.0,3.0,1.0,1960,276000.0
2730,1.5,2.0,1.0,1976,460000.0
2130,2.0,3.0,1.0,1989,880000.0
1780,2.5,3.0,2.0,2001,370000.0
2100,2.5,4.0,2.0,2009,346000.0
1140,1.0,3.0,1.0,1972,172500.0
1690,1.5,3.0,1.0,1956,379950.0
1160,1.0,2.0,1.0,1942,468000.0
1720,2.75,4.0,2.0,1978,477000.0
1210,1.0,3.0,1.5,1924,529000.0
1255,1.5,3.0,3.0,2004,312000.0
880,1.0,2.0,1.0,1942,326100.0
1050,1.0,3.0,1.5,1954,360000.0
1650,1.75,3.0,1.0,1961,438000.0
1570,1.0,3.0,1.0,1954,360000.0
2920,2.5,4.0,1.0,1921,1050000.0
3000,3.0,4.0,1.5,1913,688000.0
1850,1.75,3.0,1.0,1983,585000.0
1440,2.5,3.0,1.0,1983,265000.0
1440,1.75,3.0,1.0,1973,375000.0
1810,1.0,3.0,2.0,1970,326500.0
1180,1.0,2.0,1.0,1918,160000.0
3390,2.75,5.0,2.0,2004,735000.0
1470,1.0,2.0,1.0,1940,400000.0
2680,2.5,4.0,1.0,1952,800000.0
2290,2.25,4.0,2.0,1978,949880.0
1980,1.75,3.0,1.0,1949,405000.0
2870,2.5,4.0,2.0,1979,399000.0
1840,2.0,3.0,1.0,1951,730001.0
1630,2.0,3.0,1.0,2003,260000.0
1880,2.0,2.0,1.5,1902,751750.0
1780,1.75,3.0,1.0,1983,325000.0
2330,2.0,4.0,1.0,1941,344950.0
1840,1.75,3.0,1.0,1925,457500.0
2330,2.0,5.0,1.0,1962,389000.0
3200,2.5,4.0,2.0,2005,515000.0
2330,2.5,3.0,2.0,2004,732000.0
1950,2.25,3.0,1.0,1964,415000.0
1040,1.0,2.0,1.0,1951,535000.0
1960,4.25,4.0,2.0,1940,540000.0
2750,3.0,5.0,1.5,1926,525000.0
1930,1.75,3.0,1.0,1977,570000.0
4850,4.5,5.0,2.0,2001,569950.0
1982,2.5,4.0,2.0,2004,283200.0
2640,2.75,3.0,1.5,1926,1100000.0
1850,2.5,4.0,1.0,1978,830000.0
1940,2.25,4.0,1.0,1956,495000.0
2840,3.0,5.0,1.0,2003,292050.0
1900,1.5,5.0,1.0,1961,415000.0
1410,1.0,5.0,1.0,1955,295832.0
2520,2.5,4.0,2.0,1999,450000.0
3720,3.0,4.0,2.0,1991,857000.0
1820,3.5,3.0,2.0,2014,499950.0
1560,2.0,3.0,1.0,1967,465000.0
1600,1.0,3.0,1.0,1964,329000.0
1230,2.0,3.0,1.0,1984,475000.0
960,1.0,3.0,1.0,1955,255000.0
1270,1.0,3.0,1.5,1928,435000.0
2810,2.5,3.0,2.0,2001,685000.0
2160,2.5,2.0,1.0,2002,715000.0
2520,3.0,3.0,1.5,1925,780000.0
1180,1.5,2.0,2.0,2005,345000.0
1810,2.25,4.0,2.0,2003,355000.0
1680,2.5,3.0,1.0,1994,282000.0
910,1.0,3.0,1.0,1971,244000.0
3250,3.75,3.0,2.0,1951,967500.0
2000,1.5,3.0,1.0,1965,375000.0
2310,1.75,3.0,1.0,1977,527500.0
2510,2.25,3.0,1.5,1932,994000.0
1320,1.75,3.0,1.0,1948,313000.0
2370,2.25,3.0,2.0,1979,587000.0
900,1.0,3.0,1.0,1972,304000.0
2540,2.5,3.0,2.0,1940,675000.0
2100,1.0,4.0,1.0,1968,305000.0
1200,1.0,3.0,1.0,1943,280000.0
3720,4.0,5.0,2.0,2005,960000.0
1760,2.25,3.0,2.0,1988,500000.0
1670,1.75,3.0,1.0,1987,274950.0
2420,2.5,3.0,2.0,1998,455600.0
3480,3.0,5.0,2.0,1964,970000.0
1630,2.5,4.0,2.0,2003,312900.0
2340,2.5,4.0,2.0,1921,535000.0
920,1.0,2.0,1.0,1910,427000.0
910,1.0,2.0,1.0,1942,405000.0
1150,1.0,3.0,1.0,1943,480000.0
2500,1.5,3.0,1.5,1940,725000.0
3250,2.5,4.0,1.0,1973,293000.0
1930,2.0,4.0,1.0,1967,268000.0
3400,3.5,4.0,2.0,1991,475000.0
1590,2.5,3.0,3.0,1985,488000.0
3330,2.5,4.0,2.0,2009,760000.0
2610,2.5,3.0,2.0,2014,754950.0
1658,2.5,3.0,2.0,2014,263900.0
1600,3.5,3.0,2.0,2006,460000.0
1296,3.0,3.0,3.0,2009,399950.0
1280,2.25,2.0,2.0,2009,370000.0
5940,3.0,4.0,2.0,2004,1149000.0
2510,3.25,4.0,2.0,2009,450800.0
2710,3.5,3.0,2.0,2005,627000.0
1750,2.5,3.0,3.0,2013,495000.0
1430,1.0,3.0,1.5,1927,310000.0
1660,1.0,4.0,1.0,1933,550000.0
1320,1.0,2.0,1.0,1943,215000.0
2580,3.0,4.0,2.0,1984,799000.0
2740,2.5,4.0,2.0,1993,630000.0
2495,2.5,3.0,2.0,2007,267000.0
2300,2.75,6.0,1.5,1950,900000.0
1300,1.5,3.0,1.0,1963,365000.0
2230,2.5,4.0,1.0,1974,544500.0
2020,2.75,4.0,1.0,1917,599000.0
2000,2.25,4.0,2.0,2001,815000.0
1060,1.0,2.0,1.0,1952,254000.0
2080,1.75,2.0,1.0,1923,740000.0
2030,2.0,3.0,1.0,1979,225000.0
2690,2.5,3.0,2.0,1943,925000.0
1550,2.5,3.0,2.0,1999,537000.0
1480,2.0,4.0,1.0,1910,335000.0
3040,2.75,4.0,2.0,1906,840000.0
1560,1.5,3.0,1.0,1964,224000.0
2250,2.5,3.0,2.0,2006,395000.0
1100,1.0,3.0,1.0,1917,450000.0
1700,1.0,3.0,1.5,1907,681000.0
2680,1.5,5.0,1.0,1963,898000.0
800,1.0,3.0,1.0,1908,370000.0
1350,1.75,2.0,1.0,2005,429000.0
820,1.0,3.0,1.5,1910,150000.0
3160,2.5,3.0,2.0,2006,555000.0
1720,2.75,3.0,1.0,1958,326000.0
1680,2.5,3.0,2.0,1994,225000.0
1300,1.75,3.0,1.0,1996,245100.0
2190,2.5,3.0,2.0,1987,665000.0
1720,2.5,3.0,2.0,1994,535000.0
1160,1.0,3.0,1.0,1968,305000.0
3150,4.0,7.0,1.0,1957,999000.0
1210,1.75,3.0,1.0,1983,215000.0
1980,1.75,3.0,1.0,1965,432500.0
2990,2.5,4.0,2.0,2003,655000.0
1430,1.5,3.0,1.0,1966,266200.0
2060,2.5,3.0,2.0,1999,244615.0
2230,3.0,4.0,2.0,1991,460000.0
3090,2.5,4.0,2.0,1995,370000.0
4250,3.25,6.0,1.0,1967,465000.0
1700,2.0,2.0,1.0,1927,189000.0
2510,2.5,3.0,2.0,1995,820000.0
3610,2.75,6.0,1.0,1959,968000.0
1610,1.75,3.0,1.0,1947,438750.0
2510,2.0,4.0,1.0,1960,600000.0
1110,1.0,3.0,1.5,1932,589000.0
1650,2.0,3.0,2.0,1926,590000.0
1980,2.0,3.0,1.0,1994,479900.0
880,1.5,2.0,2.0,2007,210000.0
1490,1.75,3.0,1.0,1947,745000.0
2520,2.0,3.0,1.5,1906,840500.0
1820,1.75,3.0,1.0,1977,420000.0
4140,4.5,7.0,1.0,1978,565000.0
3420,2.5,4.0,2.0,2000,840000.0
3150,2.5,4.0,2.0,2006,681716.0
1580,1.75,3.0,1.0,1967,600000.0
1660,2.0,3.0,1.0,1949,380000.0
1100,1.0,3.0,1.0,1969,168500.0
1270,1.0,2.0,1.0,1920,355000.0
1450,1.0,4.0,1.0,1964,277000.0
1830,2.25,4.0,1.0,1989,236000.0
1300,1.75,3.0,1.0,1918,270000.0
2320,1.75,2.0,1.5,1925,700000.0
1680,2.75,4.0,1.0,1979,425000.0
2300,2.5,3.0,1.5,1921,635000.0
1400,1.75,3.0,1.0,1951,510250.0
2410,2.25,4.0,2.0,1929,960000.0
1480,2.0,3.0,1.0,1992,254000.0
1390,1.0,3.0,1.5,1954,299000.0
830,1.0,2.0,1.0,1996,175000.0
740,1.0,2.0,1.0,1949,157500.0
1940,2.0,5.0,1.0,1945,580000.0
1340,1.0,3.0,1.0,1978,124740.0
800,1.0,2.0,1.0,1954,285000.0
1310,1.75,3.0,1.0,1979,242000.0
2330,1.75,4.0,2.0,1924,840000.0
1400,3.25,2.0,3.0,2000,474800.0
2360,2.5,4.0,2.0,2003,490000.0
1840,2.25,3.0,2.0,2003,465000.0
2680,2.5,4.0,2.0,2004,515000.0
3890,3.75,3.0,1.0,1943,430000.0
1400,2.0,3.0,1.0,1968,253400.0
2400,2.5,3.0,1.0,1990,355000.0
2920,2.25,4.0,2.0,1998,740000.0
1390,2.0,2.0,2.0,1986,186950.0
1680,2.5,3.0,2.0,1984,306000.0
2040,1.5,4.0,1.0,1961,510000.0
1080,1.0,2.0,1.0,1940,345000.0
2280,2.75,3.0,1.0,1917,875000.0
4490,3.5,4.0,2.0,2006,700000.0
2798,2.5,4.0,2.0,2012,499950.0
2810,2.5,3.0,2.0,2005,739000.0
3753,2.5,4.0,2.0,2008,363000.0
3910,3.5,4.0,2.0,2007,782000.0
1050,2.5,2.0,2.0,2005,325000.0
1600,1.0,4.0,1.5,1916,485000.0
2590,2.25,4.0,1.0,1968,452000.0
1720,2.25,4.0,1.0,1978,264950.0
4410,2.5,6.0,1.0,1965,472000.0
1590,1.75,3.0,1.0,1957,267500.0
2440,2.5,4.0,2.0,1996,565000.0
1360,2.5,3.0,3.0,2003,535000.0
910,1.0,2.0,1.0,1952,389000.0
1390,1.5,4.0,1.0,1965,400000.0
1470,1.5,3.0,1.0,1958,264000.0
2920,2.5,4.0,2.0,1990,690000.0
1950,1.75,3.0,1.0,1985,412000.0
2390,2.5,3.0,2.0,2006,695000.0
1270,1.5,3.0,1.0,1964,246500.0
950,1.0,2.0,1.0,1958,230000.0
900,1.0,2.0,1.0,1925,302000.0
2280,2.25,4.0,1.5,1940,820000.0
1010,1.0,3.0,1.0,1954,145000.0
1260,1.0,2.0,1.0,1951,436500.0
2620,2.5,3.0,2.0,1992,672000.0
2330,2.25,3.0,1.5,1927,680000.0
2170,3.0,5.0,1.5,1911,750500.0
2450,2.0,5.0,1.0,1900,550000.0
1880,1.75,4.0,1.0,1978,266500.0
2300,2.0,4.0,1.5,1915,619000.0
1240,2.0,3.0,1.0,1988,405000.0
820,1.0,2.0,1.0,1916,300000.0
1530,2.0,4.0,2.0,1942,231000.0
2900,3.25,5.0,1.0,1967,790000.0
1240,2.75,4.0,1.0,1987,400000.0
4140,3.5,4.0,2.0,2000,950000.0
2240,2.0,4.0,1.0,1956,450000.0
1480,2.0,3.0,1.0,1928,595000.0
2270,2.25,3.0,1.0,1977,332000.0
1250,1.0,3.0,1.0,1949,155000.0
1930,2.0,5.0,1.0,1962,400000.0
1700,1.75,4.0,1.0,1981,349000.0
1590,1.0,3.0,1.0,1944,529000.0
1880,1.75,5.0,1.0,1963,405000.0
1640,1.75,4.0,1.0,1921,635200.0
2600,1.5,3.0,1.0,1940,540000.0
710,1.0,2.0,2.0,1943,402000.0
1460,1.5,3.0,1.0,1971,329932.0
2080,2.5,3.0,2.0,1989,300000.0
2630,2.5,5.0,2.0,2003,525000.0
2760,2.5,4.0,2.0,1999,602500.0
1670,2.0,4.0,1.0,1955,400000.0
1990,1.75,4.0,1.5,1944,445000.0
2600,3.0,3.0,1.5,1989,525000.0
1320,1.0,2.0,1.5,1909,395000.0
2240,1.5,3.0,2.0,1929,510000.0
1960,2.25,4.0,1.0,1959,723000.0
2590,2.0,3.0,2.0,1988,503000.0
2620,2.75,4.0,2.0,2000,672500.0
2770,2.5,3.0,2.0,1991,860000.0
2110,1.0,3.0,1.0,1924,475300.0
2290,2.5,4.0,2.0,2001,295000.0
1110,1.0,2.0,1.0,1951,250000.0
3310,2.75,4.0,2.0,2008,658000.0
900,1.0,2.0,1.0,1918,83000.0
1940,1.75,3.0,1.0,1960,685000.0
1590,1.75,3.0,2.0,1986,210000.0
2930,2.5,3.0,2.0,2008,650880.0
2040,2.5,4.0,2.0,2011,350000.0
1000,2.25,2.0,3.0,2006,305000.0
1730,3.25,3.0,2.0,2008,645000.0
1220,1.0,3.0,1.0,1901,385000.0
3060,2.25,3.0,2.0,1983,860000.0
2910,2.5,4.0,2.0,2002,395000.0
1050,1.75,3.0,1.0,1980,260000.0
1560,2.0,3.0,1.0,1992,196440.0
1680,1.75,3.0,1.0,1900,425000.0
1550,2.0,3.0,1.0,1959,369000.0
2200,2.5,3.0,2.0,1990,349900.0
1740,2.5,2.0,2.0,1994,650000.0
1210,1.0,3.0,1.0,1955,299950.0
4240,3.25,4.0,2.0,1989,625000.0
1590,2.25,3.0,1.0,1978,190000.0
3420,1.75,4.0,1.0,1947,715000.0
3190,2.5,4.0,1.0,1946,659000.0
1920,1.75,3.0,1.0,1947,490000.0
1340,1.75,2.0,1.0,2004,415000.0
1700,1.75,3.0,1.0,1947,750000.0
2310,2.5,4.0,1.5,1927,700000.0
1510,1.75,3.0,1.0,1989,425000.0
2670,2.5,3.0,1.0,1987,642000.0
2060,2.25,4.0,1.0,1983,655000.0
3090,2.5,5.0,1.0,1957,458000.0
1240,2.5,2.0,2.0,2007,330000.0
1860,2.5,3.0,2.0,2000,384950.0
2000,1.5,3.0,1.0,1953,560000.0
2500,1.75,4.0,1.0,1970,950000.0
1820,2.25,4.0,1.0,1977,465000.0
1820,2.25,3.0,1.0,1974,425000.0
1060,2.0,3.0,1.0,1981,315000.0
1950,2.5,3.0,2.0,1988,530000.0
940,1.0,2.0,1.0,1911,399000.0
1220,1.5,2.0,1.5,1976,168000.0
1200,1.0,3.0,1.0,1971,374000.0
3990,3.75,5.0,2.0,1937,740000.0
1880,1.0,2.0,1.0,1919,280000.0
2280,2.5,4.0,2.0,1994,322000.0
2580,1.75,3.0,1.0,1951,459900.0
2600,2.75,4.0,1.0,1976,750000.0
2220,2.75,5.0,1.0,1973,427000.0
1730,2.25,2.0,2.0,1947,800000.0
2840,3.0,4.0,1.5,1931,735000.0
2560,2.5,4.0,2.0,1992,642000.0
1330,2.0,3.0,1.0,1900,240000.0
1890,1.0,2.0,1.5,1909,645500.0
4290,4.5,7.0,1.5,1982,840000.0
1540,2.0,2.0,2.0,1983,475000.0
2340,2.0,4.0,1.0,1966,568000.0
2180,1.75,3.0,1.0,1961,325000.0
2780,2.5,3.0,2.0,2009,825500.0
2620,2.75,4.0,2.0,2013,499431.0
3760,3.5,4.0,2.0,2014,919204.0
2720,2.5,4.0,2.0,2012,545000.0
2675,2.25,3.0,2.0,1984,660000.0
2080,2.75,5.0,2.0,1987,538888.0
2460,2.5,3.0,2.0,1996,693000.0
1960,2.5,3.0,2.0,2004,289950.0
2550,2.5,4.0,2.0,1992,587000.0
1760,2.25,3.0,3.0,2014,615000.0
1620,1.75,3.0,1.0,1974,459000.0
1790,1.75,3.0,1.0,1960,243000.0
2780,1.75,4.0,2.0,1978,660000.0
750,1.0,1.0,1.0,1918,250000.0
960,1.0,3.0,1.0,1952,315000.0
2030,1.5,3.0,1.0,1963,404000.0
2930,2.75,3.0,1.0,2004,559900.0
1380,2.5,2.0,2.0,2011,285000.0
1720,2.0,3.0,1.0,1941,500000.0
1210,1.0,2.0,1.0,1950,380000.0
950,1.0,3.0,1.5,1948,469000.0
1710,1.75,2.0,2.0,1920,405000.0
1410,2.0,2.0,1.5,1909,439900.0
2910,2.5,4.0,2.0,2006,525000.0
2220,2.5,4.0,2.0,1988,580000.0
1380,2.0,3.0,1.0,2008,275000.0
1760,2.0,3.0,1.0,1920,629000.0
730,1.0,1.0,1.0,1911,395000.0
2460,2.5,4.0,2.0,1938,965000.0
2160,1.75,3.0,1.0,1960,820000.0
1990,2.25,4.0,1.5,1932,661000.0
3740,3.0,3.0,2.0,1991,789000.0
2710,2.5,4.0,2.0,1999,668500.0
2680,2.5,3.0,2.0,1990,350000.0
1850,2.0,4.0,1.0,1978,250000.0
3190,2.5,4.0,2.0,2001,725995.0
2730,2.5,3.0,2.0,1998,1000000.0
1840,1.5,3.0,2.0,1961,686000.0
2720,2.5,4.0,2.0,1987,665000.0
2290,2.5,3.0,2.0,2006,653000.0
990,1.0,2.0,1.0,1947,430000.0
1140,1.5,2.0,2.0,1988,305000.0
1840,1.5,4.0,2.0,1917,809000.0
1110,1.0,2.0,1.0,1947,440150.0
2150,2.5,4.0,2.0,1985,615000.0
2230,2.5,3.0,2.0,2003,1035000.0
1170,1.0,2.0,1.0,1941,455000.0
1960,2.5,3.0,1.0,1940,635000.0
2610,2.25,3.0,2.0,1988,675000.0
2130,2.25,3.0,1.0,1987,316000.0
3020,2.25,3.0,2.0,1969,955000.0
1670,1.75,3.0,2.0,1912,985000.0
1890,1.75,3.0,1.0,1965,465500.0
950,1.0,3.0,1.0,1950,305000.0
2430,2.5,4.0,1.0,1963,645000.0
2360,2.0,4.0,1.0,1939,730000.0
1510,1.75,3.0,1.0,1967,366000.0
2080,2.5,3.0,2.0,2002,290000.0
1750,2.0,3.0,1.0,1982,472500.0
1810,2.0,3.0,1.5,1925,550000.0
1790,1.75,4.0,1.0,1969,410000.0
2340,2.75,4.0,1.0,1967,440000.0
1690,2.5,3.0,2.0,1984,535000.0
2070,2.5,4.0,2.0,2003,300000.0
2240,2.5,3.0,2.0,2002,432500.0
4500,3.0,4.0,2.0,1980,870000.0
2770,1.75,3.0,1.0,1978,492000.0
1010,1.0,3.0,1.0,1969,199950.0
1120,1.5,3.0,1.0,1956,439800.0
3020,2.5,5.0,1.0,1978,320000.0
4400,3.25,4.0,2.0,1993,687000.0
1990,1.75,3.0,1.0,1963,345000.0
1450,1.0,3.0,1.0,1958,274950.0
1920,2.5,4.0,2.0,1998,270000.0
1175,2.5,2.0,2.0,2005,342000.0
1320,1.5,3.0,1.0,1970,327000.0
3990,2.5,5.0,1.0,1962,610000.0
1140,1.0,2.0,1.0,1947,455000.0
1720,1.75,4.0,1.5,1925,540000.0
2150,2.75,4.0,1.0,1976,411000.0
1790,1.5,3.0,1.5,1910,544000.0
2210,2.5,2.0,1.0,2003,802000.0
2180,2.75,3.0,1.0,1981,568500.0
1410,2.25,3.0,2.0,2004,391000.0
1950,2.5,3.0,2.0,2010,298000.0
1495,2.5,3.0,3.0,2006,400000.0
1660,2.25,3.0,1.0,1979,425000.0
1950,2.5,3.0,2.0,1990,328500.0
2550,2.75,5.0,1.5,1902,650000.0
1370,1.75,3.0,1.0,1911,850000.0
2200,2.5,4.0,2.0,1908,930000.0
1250,1.75,3.0,1.5,1942,530000.0
2220,2.25,4.0,1.0,1961,495000.0
1620,1.75,3.0,1.0,1945,500000.0
2250,1.75,3.0,1.0,1980,325000.0
1720,2.5,3.0,2.0,1990,365000.0
3030,2.5,4.0,2.0,1998,471000.0
1030,1.0,3.0,1.0,1961,223000.0
2190,2.5,3.0,2.0,1999,503000.0
1440,2.0,3.0,1.0,1942,230000.0
2170,2.5,4.0,1.0,1980,550000.0
2930,3.75,4.0,1.5,1925,1100000.0
1180,1.5,3.0,1.0,1960,193000.0
2360,4.25,4.0,2.0,1939,590000.0
1660,1.5,3.0,1.0,1956,712500.0
2390,2.75,3.0,1.0,1942,689800.0
1360,2.0,3.0,1.5,1924,430000.0
1840,2.25,3.0,1.5,1910,785200.0
1800,2.25,3.0,1.0,1976,474900.0
4130,3.75,4.0,2.0,2001,1070000.0
2220,1.75,3.0,1.0,1988,435000.0
3490,3.5,5.0,2.0,1980,941500.0
1830,2.5,4.0,2.0,2003,312000.0
1550,2.75,4.0,1.5,1930,835000.0
2050,2.0,3.0,1.0,1951,713250.0
1230,1.0,2.0,1.0,1906,440000.0
3150,2.5,4.0,2.0,2014,580135.0
3800,2.25,3.0,1.0,1976,575000.0
1350,2.5,3.0,2.0,1991,613000.0
1530,2.0,3.0,1.0,1970,235000.0
2290,2.5,3.0,3.0,1953,660000.0
1480,1.5,2.0,1.0,1940,280000.0
1970,1.75,3.0,1.0,1966,268000.0
720,1.0,2.0,1.0,1947,235000.0
1080,2.0,3.0,1.0,1947,390000.0
2790,2.5,4.0,2.0,1987,654950.0
2040,2.75,5.0,1.0,1969,449500.0
1320,1.0,3.0,1.0,1959,150000.0
1680,2.25,3.0,2.0,1989,440000.0
2140,2.0,3.0,1.0,1928,710000.0
1660,1.75,3.0,1.0,1981,420000.0
1540,2.25,3.0,1.0,1954,312000.0
1880,2.0,3.0,1.0,1952,320000.0
1250,1.0,3.0,1.0,1959,235000.0
2120,2.0,5.0,1.5,1913,437000.0
1810,1.75,3.0,1.5,1903,545000.0
2370,2.5,3.0,2.0,1993,640000.0
1970,2.5,3.0,2.0,2003,432000.0
2110,2.5,3.0,2.0,2001,548000.0
2080,3.0,3.0,1.5,2004,830000.0
3720,2.25,4.0,1.0,1970,875000.0
1370,1.75,2.0,1.0,1944,409950.0
2961,2.5,4.0,2.0,1998,695000.0
2090,2.25,3.0,2.0,1983,562100.0
2600,2.5,3.0,2.0,1989,475000.0
1870,2.25,3.0,1.0,1978,425000.0
2620,2.5,4.0,2.0,1987,600000.0
2430,2.5,3.0,2.0,1987,770000.0
1340,1.75,3.0,1.0,1968,239000.0
1170,1.0,2.0,1.0,1963,295000.0
2000,1.75,3.0,1.0,1963,560000.0
2070,2.5,5.0,1.0,1967,613000.0
4590,3.0,4.0,2.0,1981,960000.0
2550,1.0,5.0,2.5,1905,847000.0
1060,1.0,3.0,1.0,1962,206000.0
1220,1.75,2.0,1.0,1921,253000.0
1790,2.25,4.0,1.0,1973,430000.0
2060,2.0,3.0,1.0,1947,605000.0
1140,2.5,2.0,3.0,2007,425000.0
2870,2.5,4.0,2.0,1986,720000.0
2550,1.5,6.0,1.0,1958,375900.0
1110,1.0,3.0,1.0,1962,210000.0
940,1.0,2.0,1.0,1952,234000.0
2880,1.75,3.0,1.0,1958,285000.0
1200,1.5,3.0,1.0,1962,400000.0
1030,1.0,3.0,1.0,1952,718000.0
1240,2.5,2.0,2.0,1986,174500.0
1200,2.0,3.0,1.0,1995,222400.0
2780,3.25,3.0,2.0,2009,402500.0
1765,2.25,3.0,2.0,1996,250000.0
1960,2.5,4.0,1.0,1958,600000.0
2680,2.5,2.0,1.0,2006,930000.0
1410,2.0,3.0,1.0,1983,272500.0
2240,2.5,4.0,2.0,2014,363990.0
3120,2.75,4.0,2.0,2010,575000.0
1450,2.25,3.0,2.0,2009,400000.0
2340,3.0,3.0,2.0,2013,427874.0
2481,2.75,5.0,2.0,2014,309000.0
1530,3.25,3.0,2.0,2013,320000.0
1250,2.25,3.0,1.0,1942,390000.0
560,0.75,1.0,1.0,1967,299000.0
2200,1.75,4.0,1.0,1955,375000.0
1460,1.75,3.0,1.0,1997,240500.0
1650,1.5,3.0,1.0,1978,320000.0
2560,2.25,3.0,2.0,1986,658588.0
2080,2.25,3.0,1.5,2003,270000.0
1070,1.0,3.0,1.0,1989,327500.0
2190,1.75,3.0,2.0,1978,340000.0
2060,1.5,3.0,1.5,1903,200000.0
2640,1.75,3.0,1.0,1960,1025000.0
1720,2.5,3.0,1.0,1983,275000.0
3880,3.5,5.0,2.0,1979,1126000.0
960,1.0,2.0,1.0,1942,280000.0
2340,2.5,3.0,1.0,1985,485000.0
2090,1.75,3.0,2.0,1947,865000.0
1820,2.5,3.0,2.0,1993,532000.0
2310,2.5,4.0,2.0,1978,364950.0
920,1.0,3.0,1.0,1977,212500.0
790,1.0,1.0,1.0,1942,135000.0
1500,1.75,2.0,1.0,1942,437000.0
1240,1.0,3.0,1.0,1952,390000.0
2730,2.5,4.0,2.0,1986,760000.0
1170,1.0,3.0,1.0,1980,119500.0
2700,2.5,4.0,2.0,1994,837500.0
1650,1.75,4.0,1.0,1968,327500.0
670,1.0,2.0,1.0,1919,175000.0
1670,2.0,3.0,1.0,1992,289950.0
1530,1.75,3.0,1.0,1986,400000.0
1500,2.25,3.0,1.0,1984,219950.0
1720,1.75,4.0,1.0,1974,161700.0
2920,3.0,5.0,2.0,2003,500000.0
910,1.0,3.0,1.0,1948,465000.0
1050,1.0,3.0,1.0,1925,540000.0
1540,2.0,3.0,1.0,2004,525000.0
1210,1.0,3.0,1.0,1949,324950.0
2650,2.5,5.0,1.0,1961,565000.0
1990,2.0,3.0,1.0,1912,760500.0
2660,2.75,5.0,1.0,1969,1100000.0
4060,2.5,4.0,1.0,1977,603500.0
2300,2.5,5.0,1.0,1967,453500.0
2630,2.75,6.0,1.0,1974,583000.0
770,1.0,2.0,1.0,1948,275000.0
3790,2.75,4.0,2.0,1999,875000.0
2540,2.75,4.0,1.0,1979,335000.0
2500,2.25,4.0,1.0,1978,646000.0
2150,2.5,4.0,2.0,2005,392500.0
1670,1.75,3.0,1.0,1961,785000.0
1800,2.0,3.0,1.0,1956,470000.0
2070,2.5,3.0,2.0,1996,560000.0
830,1.0,2.0,1.0,1920,519000.0
2370,2.25,3.0,1.0,1973,746000.0
1010,1.0,3.0,1.0,1959,317000.0
1420,1.5,3.0,1.0,1959,371000.0
2120,2.0,4.0,1.5,1960,250000.0
2020,1.75,4.0,1.0,1979,532000.0
1520,2.5,3.0,2.0,2007,499950.0
820,1.0,2.0,1.0,1922,375000.0
1690,2.5,3.0,2.5,2007,640000.0
2260,2.0,3.0,1.0,1986,400000.0
1830,2.25,3.0,1.0,1986,572000.0
1350,2.0,3.0,1.0,1995,310000.0
3280,3.5,5.0,2.0,2003,989000.0
2770,2.5,4.0,2.0,1989,685000.0
2770,2.5,4.0,2.0,1987,907500.0
2460,2.5,4.0,2.0,2003,427500.0
4720,3.25,3.0,2.0,1998,860000.0
1250,1.0,2.0,1.0,1947,365000.0
1710,2.0,3.0,2.0,1988,250500.0
1840,1.75,3.0,1.0,1952,411715.0
2000,2.5,4.0,2.0,1999,415000.0
650,1.0,1.0,1.0,1967,129000.0
1020,1.5,3.0,1.0,1930,489000.0
1500,1.0,2.0,1.0,1950,170000.0
2060,2.5,3.0,2.0,2007,418500.0
1810,1.5,3.0,1.0,1983,261000.0
1650,1.75,2.0,1.0,1947,355000.0
1540,3.25,3.0,3.0,2011,742000.0
2080,1.5,3.0,1.0,1959,399950.0
2430,2.25,3.0,2.0,1989,791000.0
1750,2.0,5.0,1.0,1943,190000.0
1770,1.75,3.0,1.0,1968,229500.0
1710,2.5,3.0,2.0,2005,539000.0
